Direccion Std,Estatus,Latitud,Longitud
"Juan Velasco Alvarado 135, Independencia",No geocodificable,No encontrado,No encontrado
"Juan Velasco Alvarado 137, Independencia",No geocodificable,No encontrado,No encontrado
"Juan Velasco Alvarado S/N 0, Casma",No geocodificable,No encontrado,No encontrado
"Juan Velasco Alvarado S/N, Perene",No geocodificable,No encontrado,No encontrado
"Juan Xxiii 0, Olmos",No geocodificable,No encontrado,No encontrado
Julica 0,No geocodificable,No encontrado,No encontrado
Julio C Tello S/N,No geocodificable,No encontrado,No encontrado
Julio C. Pinedo 132,No geocodificable,No encontrado,No encontrado
Julio C. Pinedo 300,No geocodificable,No encontrado,No encontrado
Julio Cesar Tello S/N,No geocodificable,No encontrado,No encontrado
"Justiniano Borgo?O S/N ., San Pablo",No geocodificable,No encontrado,No encontrado
Kilometro 28 Nueva Toledo 0,No geocodificable,No encontrado,No encontrado
"Km 48 3, La Joya",No geocodificable,No encontrado,No encontrado
"Km 48 10, La Joya",No geocodificable,No encontrado,No encontrado
"La Bandera 0 15, Ventanilla",No geocodificable,No encontrado,No encontrado
"La Bandera 0 ., Ventanilla",No geocodificable,No encontrado,No encontrado
La Colina S/N,No geocodificable,No encontrado,No encontrado
"La Cultura S/N 0, San Jeronimo",No geocodificable,No encontrado,No encontrado
"La Esperanza 0, Perene",No geocodificable,No encontrado,No encontrado
"La Libertad 0 23, Casma",No geocodificable,No encontrado,No encontrado
"La Libertad (Fte. A Essalud) 0, Casma",No geocodificable,No encontrado,No encontrado
La Libertad C01,No geocodificable,No encontrado,No encontrado
"La Mar 1, Ate",No geocodificable,No encontrado,No encontrado
"La Mar 544, Supe",No geocodificable,No encontrado,No encontrado
"La Mar 579, Ica",No geocodificable,No encontrado,No encontrado
"La Mendoza 4, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"La Merced 951 1, El Tambo",No geocodificable,No encontrado,No encontrado
"La Perla 0 64, La Perla",No geocodificable,No encontrado,No encontrado
"La Perla 197, La Perla",No geocodificable,No encontrado,No encontrado
"La Perla Pto 46 0, La Perla",No geocodificable,No encontrado,No encontrado
"La Perla Pto 123 0, La Perla",No geocodificable,No encontrado,No encontrado
"La Playa 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"La Playa . 19, Ventanilla",No geocodificable,No encontrado,No encontrado
"La Playa M3 L2 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"La Reforma 12, San Juan De Miraflor",No geocodificable,No encontrado,No encontrado
"La Soledad 11 A, Casma",No geocodificable,No encontrado,No encontrado
"La Unidad , S/N (Mdo.La Hermel 0, Trujillo",No geocodificable,No encontrado,No encontrado
"La Union 0 5, Vice",No geocodificable,No encontrado,No encontrado
"La Union 0 9, Callao",No geocodificable,No encontrado,No encontrado
"Las Begonias 6 6, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Las Begonias 7, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Las Beyonias 360, El Tambo",No geocodificable,No encontrado,No encontrado
"Las Calendulas 1199, San Juan De Luriganc",No geocodificable,No encontrado,No encontrado
"Las Campanillas 276, Ate",No geocodificable,No encontrado,No encontrado
"Las Casuarinas Ii . 7, Mejia",No geocodificable,No encontrado,No encontrado
Las Delicias Pto 21,No geocodificable,No encontrado,No encontrado
"Las Flores 0 20, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Las Flores 1, Pueblo Nuevo",No geocodificable,No encontrado,No encontrado
"Las Flores 17, San Juan De Luriganc",No geocodificable,No encontrado,No encontrado
"Las Flores 113, La Esperanza",No geocodificable,No encontrado,No encontrado
"Las Flores De Primavera 1284, San Juan De Luriganc",No geocodificable,No encontrado,No encontrado
"Las Magnolia Lt-7 ., Pueblo Nuevo",No geocodificable,No encontrado,No encontrado
"Las Margaritas S/N 0, Independencia",No geocodificable,No encontrado,No encontrado
"Las Orquideas 17, El Tambo",No geocodificable,No encontrado,No encontrado
"Las Palmas 0 6, Mala",No geocodificable,No encontrado,No encontrado
"Las Palmas 0 71, Villa Maria Del Triu",No geocodificable,No encontrado,No encontrado
"Las Palmas 360, Tarica",No geocodificable,No encontrado,No encontrado
"Las Palmeras Chanquin Bajo S/N 0, Viru",No geocodificable,No encontrado,No encontrado
"Las Palmeras S/N ., Samuel Pastor",No geocodificable,No encontrado,No encontrado
"Las Palmeras S/N, Samuel Pastor",No geocodificable,No encontrado,No encontrado
"Las Persicarias 1824, San Juan De Luriganc",No geocodificable,No encontrado,No encontrado
"Las Vegonias 0 43500, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Lateral 12C, Parcela 31-, La Joya",No geocodificable,No encontrado,No encontrado
Leguia -  Sn .,No geocodificable,No encontrado,No encontrado
"Leoncio Angeles 528, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"Leoncio Prado 130, San Agustin",No geocodificable,No encontrado,No encontrado
"Leoncio Prado 335, Las Lomas",No geocodificable,No encontrado,No encontrado
"Leoncio Prado 556, San Agustin",No geocodificable,No encontrado,No encontrado
"Leoncio Prado 1139, Huanuco",No geocodificable,No encontrado,No encontrado
Libertad 0,No geocodificable,No encontrado,No encontrado
"Libertad 0 43522, Callao",No geocodificable,No encontrado,No encontrado
"Libertad 0, Callaria",No geocodificable,No encontrado,No encontrado
Libertad 129,No geocodificable,No encontrado,No encontrado
Libertad 239,No geocodificable,No encontrado,No encontrado
Libertad 344,No geocodificable,No encontrado,No encontrado
"Libertad  405, Vice",No geocodificable,No encontrado,No encontrado
"Libertad 406 406, Palca",No geocodificable,No encontrado,No encontrado
"Libertad 482, Putina",No geocodificable,No encontrado,No encontrado
Libertad 993,No geocodificable,No encontrado,No encontrado
"Libertad 1057, Callaria",No geocodificable,No encontrado,No encontrado
"Libertad 1087, Callaria",No geocodificable,No encontrado,No encontrado
"Libertad 1090, San Miguel",No geocodificable,No encontrado,No encontrado
"Libertad 1460, El Tambo",No geocodificable,No encontrado,No encontrado
"Libertad 1465, El Tambo",No geocodificable,No encontrado,No encontrado
"Libertad ., San Jeronimo",No geocodificable,No encontrado,No encontrado
Libertad /Pto 3 Mcdo Modelo 0,No geocodificable,No encontrado,No encontrado
Libertad S/N 0,No geocodificable,No encontrado,No encontrado
Libertad Y Grau 0,No geocodificable,No encontrado,No encontrado
"Libertadores 688, Carmen Alto",No geocodificable,No encontrado,No encontrado
"Libertadores N 520, Carmen Alto",No geocodificable,No encontrado,No encontrado
"Libertadores S/N Puesto 12 0, Carmen Alto",No geocodificable,No encontrado,No encontrado
Lima  - Puesto 6,No geocodificable,No encontrado,No encontrado
"Limaizcucha 0, Anta",No geocodificable,No encontrado,No encontrado
"Lirio 0, Ate",No geocodificable,No encontrado,No encontrado
"Lizardo Montero 218, La Perla",No geocodificable,No encontrado,No encontrado
"Llaullichayuc 0, Santo Tomas",No geocodificable,No encontrado,No encontrado
"Llocllopata 16 16, San Jeronimo",No geocodificable,No encontrado,No encontrado
Lopez De Zu?Iga 104,No geocodificable,No encontrado,No encontrado
Lopez De Zu?Iga 244,No geocodificable,No encontrado,No encontrado
Lopez De Zu?Iga 360,No geocodificable,No encontrado,No encontrado
Lorenzo Morales 276,No geocodificable,No encontrado,No encontrado
"Los Amautas 898, El Tambo",No geocodificable,No encontrado,No encontrado
Los Ayllus 197,No geocodificable,No encontrado,No encontrado
"Los Ayllus 308, Sancos",No geocodificable,No encontrado,No encontrado
"Los Begonias 360, El Tambo",No geocodificable,No encontrado,No encontrado
"Los C Ndores 7, Bellavista",No geocodificable,No encontrado,No encontrado
"Los Cedros 404, La Esperanza",No geocodificable,No encontrado,No encontrado
"Los Condors 5 6, Bellavista",No geocodificable,No encontrado,No encontrado
"Los Diamantes 34, Callaria",No geocodificable,No encontrado,No encontrado
Los Girasoles S/N 0,No geocodificable,No encontrado,No encontrado
Los Girasoles/Psj Rocio 0,No geocodificable,No encontrado,No encontrado
"Los Herrerillo / Shirapampa 0, Independencia",No geocodificable,No encontrado,No encontrado
"Los Incas 550, La Victoria",No geocodificable,No encontrado,No encontrado
"Los Incas 760, La Victoria",No geocodificable,No encontrado,No encontrado
"Los Incas S/N 0, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
Los Jardines Cuadra 2 0,No geocodificable,No encontrado,No encontrado
"Los Jardines Oeste 137 A, San Juan De Luriganc",No geocodificable,No encontrado,No encontrado
"Los Laureles S/N, Viru",No geocodificable,No encontrado,No encontrado
"Los Pinos S/N 4A, Perene",No geocodificable,No encontrado,No encontrado
"Los Rosales Zn.A 7, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"Los Tulipanes 0 0 0, Pachacamac",No geocodificable,No encontrado,No encontrado
"Lote 31-32 31, Castilla",No geocodificable,No encontrado,No encontrado
Luis Colan 218,No geocodificable,No encontrado,No encontrado
Luis Colan -  1Er Piso 266,No geocodificable,No encontrado,No encontrado
"Luis Vallejos 4, Santiago",No geocodificable,No encontrado,No encontrado
"Luna 406, Pedro Galvez",No geocodificable,No encontrado,No encontrado
"Luna 442, Pedro Galvez",No geocodificable,No encontrado,No encontrado
"M-2D L-11 0, Callao",No geocodificable,No encontrado,No encontrado
"M-E L-18 0, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"M-Ml-13 0, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"M-R L-1 0, Callao",No geocodificable,No encontrado,No encontrado
Macadito Garay 1,No geocodificable,No encontrado,No encontrado
"Macash 323, Moro",No geocodificable,No encontrado,No encontrado
"Macash 521, Moro",No geocodificable,No encontrado,No encontrado
"Madero Sagrado 0 4, Ate",No geocodificable,No encontrado,No encontrado
"Madero Sagrado 0 22, Ate",No geocodificable,No encontrado,No encontrado
"Mafia P. De Bellido M-J L-24 0, Callao",No geocodificable,No encontrado,No encontrado
"Mainique 123, Lamay",No geocodificable,No encontrado,No encontrado
"Malec N, La Punta",No geocodificable,No encontrado,No encontrado
"Mama Ocllo 452, La Perla",No geocodificable,No encontrado,No encontrado
"Manco Capac 476, Independencia",No geocodificable,No encontrado,No encontrado
Manco Capac 515,No geocodificable,No encontrado,No encontrado
"Manco Capac, Mz. 8, Lt. 11, Florencia De Mora",No geocodificable,No encontrado,No encontrado
Manco Inca .,No geocodificable,No encontrado,No encontrado
"Mantaro 238, Pangoa",No geocodificable,No encontrado,No encontrado
"Manuel Bonilla 132, Eten",No geocodificable,No encontrado,No encontrado
"Manuel Bonilla 574, Pimentel",No geocodificable,No encontrado,No encontrado
Manuel Del Aguila 485,No geocodificable,No encontrado,No encontrado
Manuel Mesones Muro 324,No geocodificable,No encontrado,No encontrado
"Manuel Quiroz 1260, San Pablo",No geocodificable,No encontrado,No encontrado
"Manuel Scorza 0 5, El Tambo",No geocodificable,No encontrado,No encontrado
"Manuel Scorza 0 15, El Tambo",No geocodificable,No encontrado,No encontrado
"Manuel Scorza 468, El Tambo",No geocodificable,No encontrado,No encontrado
"Manuel Scorza S/N 0, El Tambo",No geocodificable,No encontrado,No encontrado
"Manuel Scoza Lt 41 Sect 1 0, El Tambo",No geocodificable,No encontrado,No encontrado
"Manuel Seoane 401, Guadalupe",No geocodificable,No encontrado,No encontrado
"Manzanitos B 2, Arequipa",No geocodificable,No encontrado,No encontrado
Mara On 0,No geocodificable,No encontrado,No encontrado
"Mara On 4, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mara On 100, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mara On 101, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mara On 109 3, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mara On 109, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mara On 110, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mara On 204, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mara On 207, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mara On 302, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mara On 351B, Santa",No geocodificable,No encontrado,No encontrado
"Mara On . 11, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mara On N100 100, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mara On S/N, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mara?On 0 12A, Santa",No geocodificable,No encontrado,No encontrado
"Mara?On 0 38, Santa",No geocodificable,No encontrado,No encontrado
"Mara?On 0, Santa",No geocodificable,No encontrado,No encontrado
"Mara?On 13, Santa",No geocodificable,No encontrado,No encontrado
"Mara?On 105, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mara?On 109, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mara?On 110, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mara?On 408, Santa",No geocodificable,No encontrado,No encontrado
"Mara?On 410, Santa",No geocodificable,No encontrado,No encontrado
Mara?On 1430,No geocodificable,No encontrado,No encontrado
"Mara?On S/N, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mara?On S/N, Jose Domingo Choqueh",No geocodificable,No encontrado,No encontrado
Marcelino Oca A 0,No geocodificable,No encontrado,No encontrado
Marcelino Oca A S/N 0,No geocodificable,No encontrado,No encontrado
Marcelino Oca?A 0,No geocodificable,No encontrado,No encontrado
Marcelino Oca?A S/N 0,No geocodificable,No encontrado,No encontrado
"Marchand 224, Mala",No geocodificable,No encontrado,No encontrado
"Marchand 257, Mala",No geocodificable,No encontrado,No encontrado
"Marcona S/N 0, Marcona",No geocodificable,No encontrado,No encontrado
Marginal 0,No geocodificable,No encontrado,No encontrado
"Marginal 0, Perene",No geocodificable,No encontrado,No encontrado
"Marginal 5, Perene",No geocodificable,No encontrado,No encontrado
"Marginal Km. 12 Sec. Puente Re 0, Perene",No geocodificable,No encontrado,No encontrado
Marginal S/N 0,No geocodificable,No encontrado,No encontrado
"Marginal S/N S/N, Pangoa",No geocodificable,No encontrado,No encontrado
"Marginal Sn 0, Pangoa",No geocodificable,No encontrado,No encontrado
"Marginal Sur 257, Rio Negro",No geocodificable,No encontrado,No encontrado
Marginal Sur S/N 0,No geocodificable,No encontrado,No encontrado
"Margsangani 0, Perene",No geocodificable,No encontrado,No encontrado
"Maria De Los Angeles Pto. 86, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"Maria Parado De Bellido 0, Ayna",No geocodificable,No encontrado,No encontrado
"Maria Parado De Bellido 102, Nicolas De Pierola",No geocodificable,No encontrado,No encontrado
"Maria Parado De Bellido Puesto 35, Independencia",No geocodificable,No encontrado,No encontrado
"Mariano De Los Santos A, Santiago",No geocodificable,No encontrado,No encontrado
"Mariano Melgar 302 B, Mejia",No geocodificable,No encontrado,No encontrado
"Mariano Melgar 475, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Mariano Melgar 519, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Mariano Melgar 831, Independencia",No geocodificable,No encontrado,No encontrado
"Mariano Melgar S/N 4Ta Cuadra 0, Independencia",No geocodificable,No encontrado,No encontrado
"Mariscal Caceres 606, Mejia",No geocodificable,No encontrado,No encontrado
"Mariscal Castilla 224, Ambo",No geocodificable,No encontrado,No encontrado
"Mariscal Castilla ., Mejia",No geocodificable,No encontrado,No encontrado
"Mariscal Castillo S/N S/N, Ambo",No geocodificable,No encontrado,No encontrado
"Mariscal Jose Luis De Orb 266, Trujillo",No geocodificable,No encontrado,No encontrado
"Mateo Pomacahua S/N 0, Daniel Hernandez",No geocodificable,No encontrado,No encontrado
"Mateo Pumacahua S/N 0, Pampas",No geocodificable,No encontrado,No encontrado
Matiaza Rimachi 407,No geocodificable,No encontrado,No encontrado
"Matute10-4 1156, La Victoria",No geocodificable,No encontrado,No encontrado
Mayorista Psto. 74,No geocodificable,No encontrado,No encontrado
Mayorista Psto. 033,No geocodificable,No encontrado,No encontrado
